CAS #,substance name,plant name,temperature,compartment,"half life
[day]",target class,chemical class,plant class,compartment class,cold storage
131341-86-1,fludioxonil,lettuce,17.1,head,1.6,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,27,fruit surface,1.68,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,17.1,head,1.7,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,17.1,head,1.9,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,17.1,head,2.5,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,17.1,head,2.6,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,17.1,head,3,fungicide,phenylpyrrole,leafy crops,crop surface,
131341-86-1,fludioxonil,lettuce,17.1,fruit surface,5.8,fungicide,phenylpyrrole,leafy crops,crop surface,x4c
131341-86-1,fludioxonil,nectarine,27.2,fruit,10.9,fungicide,phenylpyrrole,fruits,crop (interior),
131341-86-1,fludioxonil,nectarine,27.2,fruit,11.5,fungicide,phenylpyrrole,fruits,crop (interior),
131341-86-1,fludioxonil,pepper fruit,20.5,fruit,8.77,fungicide,phenylpyrrole,vegetables,crop (interior),
131341-86-1,fludioxonil,pepper fruit,20.5,fruit,9.53,fungicide,phenylpyrrole,vegetables,crop (interior),
131341-86-1,fludioxonil,pepper fruit,4,fruit,46.19,fungicide,phenylpyrrole,vegetables,crop (interior),x4c
131341-86-1,fludioxonil,pepper fruit,4,fruit,55.32,fungicide,phenylpyrrole,vegetables,crop (interior),x4c
131341-86-1,fludioxonil,tomato,25,fruit,6.1,fungicide,phenylpyrrole,vegetables,crop (interior),
131341-86-1,fludioxonil,tomato,25,fruit,7.6,fungicide,phenylpyrrole,vegetables,crop (interior),
131341-86-1,fludioxonil,tomato,25,fruit,11.55,fungicide,phenylpyrrole,vegetables,crop (interior),
131341-86-1,fludioxonil,tomato,25,fruit,18.73,fungicide,phenylpyrrole,vegetables,crop (interior),
101463-69-8,flufenoxuron,grape,23,fruit,64.18,insecticide,benzoylurea,fruits,crop (interior),
101463-69-8,flufenoxuron,grape,23,fruit,64.18,insecticide,benzoylurea,fruits,crop (interior),
101463-69-8,flufenoxuron,pepper fruit,20.5,fruit,2.56,insecticide,benzoylurea,vegetables,crop (interior),
101463-69-8,flufenoxuron,pepper fruit,20.5,fruit,7.87,insecticide,benzoylurea,vegetables,crop (interior),
101463-69-8,flufenoxuron,tea,23,leaf,12.1,insecticide,benzoylurea,leafy crops,crop surface,
101463-69-8,flufenoxuron,tea,23,leaf,13.5,insecticide,benzoylurea,leafy crops,crop surface,
101463-69-8,flufenoxuron,zucchini,15.9,fruit,2.08,insecticide,benzoylurea,vegetables,crop (interior),
2164-17-2,fluometuron,ryegrass,17.9,leaf,3,herbicide,phenylurea,weeds,crop surface,
2164-17-2,fluometuron,ryegrass,17.9,leaf,3,herbicide,phenylurea,weeds,crop surface,
2164-17-2,fluometuron,ryegrass,17.9,leaf,5,herbicide,phenylurea,weeds,crop surface,
2164-17-2,fluometuron,ryegrass,17.9,leaf,5,herbicide,phenylurea,weeds,crop surface,
2164-17-2,fluometuron,ryegrass,17.9,leaf,6,herbicide,phenylurea,weeds,crop surface,
2164-17-2,fluometuron,ryegrass,17.9,leaf,9,herbicide,phenylurea,weeds,crop surface,
239110-15-7,fluopicolide,grape,23,fruit,10.2,fungicide,benzamide,fruits,crop (interior),
239110-15-7,fluopicolide,grape,23,fruit,12.3,fungicide,benzamide,fruits,crop (interior),
658066-35-4,fluopyram,cucumber,19.6,fruit,3.7,fungicide,benzamide,vegetables,crop (interior),
658066-35-4,fluopyram,cucumber,19.6,fruit,4.3,fungicide,benzamide,vegetables,crop (interior),
77501-60-1,fluoroglycofen,soybean,26.4,total,1.8,herbicide,diphenyl ether,vegetables,n/a,
77501-60-1,fluoroglycofen,soybean,26.4,total,1.8,herbicide,diphenyl ether,vegetables,n/a,
69377-81-7,fluroxypyr,rice,20.8,total,4.9,herbicide,pyridine,cereals,n/a,
69377-81-7,fluroxypyr,rice,20.8,total,5.2,herbicide,pyridine,cereals,n/a,
69377-81-7,fluroxypyr,rice,20.8,total,5.8,herbicide,pyridine,cereals,n/a,
69377-81-7,fluroxypyr,rice,20.8,total,6,herbicide,pyridine,cereals,n/a,
81406-37-3,fluroxypyr-meptyl,rice,20.8,straw,1.25,herbicide,pyridine,cereals,crop surface,
81406-37-3,fluroxypyr-meptyl,rice,20.8,straw,3.62,herbicide,pyridine,cereals,crop surface,
81406-37-3,fluroxypyr-meptyl,rice,20.8,straw,4.13,herbicide,pyridine,cereals,crop surface,
56425-91-3,flurprimidol,turfgrass,16.6,leaf,23.1,plant growth regulator,pyrimidinyl carbinol,ornamentals,crop surface,
56425-91-3,flurprimidol,watermilfoil,22.1,leaf,8.8,plant growth regulator,pyrimidinyl carbinol,other,crop surface,
56425-91-3,flurprimidol,watermilfoil,22.1,leaf,9.1,plant growth regulator,pyrimidinyl carbinol,other,crop surface,
85509-19-9,flusilazole,apple,21.4,fruit,4.23,fungicide,triazole,fruits,crop (interior),
85509-19-9,flusilazole,apple,21.4,fruit,6.07,fungicide,triazole,fruits,crop (interior),
85509-19-9,flusilazole,apple,21.4,fruit,7.77,fungicide,triazole,fruits,crop (interior),
85509-19-9,flusilazole,grape,23,fruit,5.8,fungicide,triazole,fruits,crop (interior),
85509-19-9,flusilazole,grape,23,fruit,7,fungicide,triazole,fruits,crop (interior),
76674-21-0,flutriafol,wheat,22.2,straw,1.54,fungicide,triazole,cereals,crop surface,
76674-21-0,flutriafol,wheat,22.2,straw,4.09,fungicide,triazole,cereals,crop surface,
69409-94-5,fluvalinate,chickpea,17.9,pod,3,insecticide,pyrethroid,vegetables,crop surface,
69409-94-5,fluvalinate,chickpea,17.9,pod,3,insecticide,pyrethroid,vegetables,crop surface,
69409-94-5,fluvalinate,chilli,24.3,fruit,1.7,insecticide,pyrethroid,vegetables,crop (interior),
69409-94-5,fluvalinate,chilli,24.3,leaf,1.73,insecticide,pyrethroid,vegetables,crop surface,
69409-94-5,fluvalinate,okra,29.3,fruit,2.3,insecticide,pyrethroid,vegetables,crop (interior),
69409-94-5,fluvalinate,okra,29.3,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),
133-07-3,folpet,grape,23,fruit,0.43,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,0.5,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,1.62,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,4.2,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,4.85,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,4.85,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,6.66,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,8.45,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,8.6,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,fruit,8.66,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,grape,23,leaf,9.5,fungicide,phthalimide,fruits,crop surface,
133-07-3,folpet,grape,23,leaf,12.84,fungicide,phthalimide,fruits,crop surface,
133-07-3,folpet,grape,23,leaf,15.07,fungicide,phthalimide,fruits,crop surface,
133-07-3,folpet,grape,23,leaf,16.5,fungicide,phthalimide,fruits,crop surface,
133-07-3,folpet,grape,23,leaf,17.77,fungicide,phthalimide,fruits,crop surface,
133-07-3,folpet,grape,23,leaf,18.73,fungicide,phthalimide,fruits,crop surface,
133-07-3,folpet,grape,23,fruit,21.66,fungicide,phthalimide,fruits,crop (interior),
133-07-3,folpet,tomato,25,fruit,4.9,fungicide,phthalimide,vegetables,crop (interior),
133-07-3,folpet,tomato,25,fruit,7,fungicide,phthalimide,vegetables,crop (interior),
68157-60-8,forchlorfenuron,gooseberry,20,fruit,4.8,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,gooseberry,20,fruit,8.4,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,grape,23,fruit,3.44,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,grape,23,fruit,3.73,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,grape,23,fruit,4.47,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,grape,23,fruit,11.6,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,grape,23,fruit,23.1,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.2,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.22,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.28,plant growth regulator,phenylurea,fruits,crop (interior),
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.67,plant growth regulator,phenylurea,fruits,crop (interior),
2540-82-1,formothion,green bean,18.7,leaf,1.2,insecticide,organothiophosphate,vegetables,crop surface,
2540-82-1,formothion,green bean,18.7,leaf,1.25,insecticide,organothiophosphate,vegetables,crop surface,
98886-44-3,fosthiazate,tomato,25,fruit,0.75,insecticide,organophosphate,vegetables,crop (interior),
98886-44-3,fosthiazate,tomato,25,fruit,0.76,insecticide,organophosphate,vegetables,crop (interior),
98886-44-3,fosthiazate,tomato,25,fruit,2.6,insecticide,organophosphate,vegetables,crop (interior),
1071-83-6,glyphosate,blueberry,17.9,fruit,8,herbicide,phosphonoglycine,fruits,crop (interior),
1071-83-6,glyphosate,blueberry,17.9,fruit,26,herbicide,phosphonoglycine,fruits,crop (interior),
1071-83-6,glyphosate,carnation,26.4,litter,10,herbicide,phosphonoglycine,ornamentals,crop surface,
1071-83-6,glyphosate,forest foliage,20,leaf,14.4,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,red raspberry,20,fruit,6,herbicide,phosphonoglycine,fruits,crop (interior),
1071-83-6,glyphosate,red raspberry,20,fruit,14,herbicide,phosphonoglycine,fruits,crop (interior),
1071-83-6,glyphosate,sugar maple,20,leaf,1.3,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,1.4,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,1.6,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,2.1,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,2.1,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,2.3,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,2.8,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,3,herbicide,phosphonoglycine,forest trees,crop surface,
1071-83-6,glyphosate,sugar maple,20,leaf,3.5,herbicide,phosphonoglycine,forest trees,crop surface,
112226-61-6,halofenozide,turfgrass,16.6,leaf,3,insecticide,unclassified,ornamentals,crop surface,
112226-61-6,halofenozide,turfgrass,16.6,leaf,7,insecticide,unclassified,ornamentals,crop surface,
112226-61-6,halofenozide,turfgrass,16.6,leaf,64,insecticide,unclassified,ornamentals,crop surface,
100784-20-1,halosulfuron-methyl,maize,19.6,total,0.78,herbicide,pyrazole,cereals,n/a,
100784-20-1,halosulfuron-methyl,maize,19.6,total,0.97,herbicide,pyrazole,cereals,n/a,
72619-32-0,haloxyfop-P-methyl,cabbage,20.2,head,5,herbicide,aryloxyphenoxypropionate,leafy crops,crop surface,
608-73-1,HCH,alfalfa,19.7,leaf,7,insecticide,organochlorine,weeds,crop surface,
608-73-1,HCH,clover,15.8,leaf,3,insecticide,organochlorine,weeds,crop surface,
608-73-1,HCH,pigeon pea,24.3,fruit,2,insecticide,organochlorine,vegetables,crop (interior),
608-73-1,HCH,pigeon pea,24.3,fruit,2,insecticide,organochlorine,vegetables,crop (interior),
608-73-1,HCH,pigeon pea,24.3,fruit,3,insecticide,organochlorine,vegetables,crop (interior),
608-73-1,HCH,pigeon pea,24.3,fruit,3,insecticide,organochlorine,vegetables,crop (interior),
608-73-1,HCH,ponderosa pine,20,bark,6,insecticide,organochlorine,forest trees,crop surface,
608-73-1,HCH,ponderosa pine,20,bark,33,insecticide,organochlorine,forest trees,crop surface,
608-73-1,HCH,ponderosa pine,20,bark,45,insecticide,organochlorine,forest trees,crop surface,
608-73-1,HCH,ponderosa pine,20,bark,50,insecticide,organochlorine,forest trees,crop surface,
76-44-8,heptachlor,alfalfa,19.7,leaf,1,insecticide,organochlorine,weeds,crop surface,
76-44-8,heptachlor,alfalfa,19.7,leaf,1,insecticide,organochlorine,weeds,crop surface,
76-44-8,heptachlor,alfalfa,19.7,leaf,4.1,insecticide,organochlorine,weeds,crop surface,
76-44-8,heptachlor,alfalfa,19.7,leaf,4.9,insecticide,organochlorine,weeds,crop surface,
76-44-8,heptachlor,alfalfa,19.7,leaf,4.9,insecticide,organochlorine,weeds,crop surface,
76-44-8,heptachlor,lemon,27.2,peel,3.5,insecticide,organochlorine,fruits,crop surface,
76-44-8,heptachlor,lemon,27.2,fruit,23,insecticide,organochlorine,fruits,crop (interior),
76-44-8,heptachlor,orange,21.6,peel,4,insecticide,organochlorine,fruits,crop surface,
76-44-8,heptachlor,orange,21.6,peel,23,insecticide,organochlorine,fruits,crop surface,
76-44-8,heptachlor,orchard grass,20,leaf,1.7,insecticide,organochlorine,weeds,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,5.78,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,6.03,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,7.37,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,7.88,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,9.12,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,9.9,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,10.66,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
118-74-1,hexachlorobenzene,lettuce,17.1,leaf,13.59,fungicide,chlorinated aromatic hydrocarbon,leafy crops,crop surface,
79983-71-4,hexaconazole,cabbage,20.2,head,2.22,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,cabbage,20.2,head,5.46,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,cucumber,19.6,fruit,2.04,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,cucumber,19.6,fruit,2.79,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,green bean,18.7,fruit,2.59,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,green bean,18.7,fruit,4.21,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,peach,23.5,fruit,7,fungicide,triazole,fruits,crop (interior),
79983-71-4,hexaconazole,rice,20.8,total,7.07,fungicide,triazole,cereals,n/a,
79983-71-4,hexaconazole,rice,20.8,total,7.44,fungicide,triazole,cereals,n/a,
79983-71-4,hexaconazole,tea,23,leaf,1.56,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.67,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.76,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.8,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.82,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.84,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.87,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tea,23,leaf,1.91,fungicide,triazole,leafy crops,crop surface,
79983-71-4,hexaconazole,tomato,25,fruit,2.6,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,tomato,25,fruit,3.2,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,tomato,25,fruit,4.6,fungicide,triazole,vegetables,crop (interior),
79983-71-4,hexaconazole,tomato,25,fruit,6.8,fungicide,triazole,vegetables,crop (interior),
86479-06-3,hexaflumuron,chinese cabbage,20.4,leaf,3.37,insecticide,benzoylurea,leafy crops,crop surface,
86479-06-3,hexaflumuron,chinese cabbage,20.4,leaf,5.58,insecticide,benzoylurea,leafy crops,crop surface,
86479-06-3,hexaflumuron,pepper fruit,20.5,fruit,1.76,insecticide,benzoylurea,vegetables,crop (interior),
86479-06-3,hexaflumuron,pepper fruit,20.5,fruit,6.65,insecticide,benzoylurea,vegetables,crop (interior),
86479-06-3,hexaflumuron,Perilla,22.1,leaf,1.07,insecticide,benzoylurea,herbs,crop surface,
86479-06-3,hexaflumuron,Perilla,22.1,leaf,1.63,insecticide,benzoylurea,herbs,crop surface,
86479-06-3,hexaflumuron,zucchini,15.9,fruit,3.37,insecticide,benzoylurea,vegetables,crop (interior),
51235-04-2,hexazinone,forest foliage,20,leaf,4,herbicide,triazinone,forest trees,crop surface,
51235-04-2,hexazinone,forest foliage,20,leaf,15,herbicide,triazinone,forest trees,crop surface,
51235-04-2,hexazinone,oak,20,leaf,8.15,herbicide,triazinone,forest trees,crop surface,
51235-04-2,hexazinone,oak,20,leaf,15.75,herbicide,triazinone,forest trees,crop surface,
10004-44-1,hymexazol,pink knotweed,24.3,total,2.8,fungicide,oxazole,ornamentals,n/a,
10004-44-1,hymexazol,pink knotweed,24.3,total,3,fungicide,oxazole,ornamentals,n/a,
10004-44-1,hymexazol,watermelon,24.3,fruit,3.13,fungicide,oxazole,fruits,crop (interior),
10004-44-1,hymexazol,watermelon,24.3,fruit,3.4,fungicide,oxazole,fruits,crop (interior),
35554-44-0,imazalil,apple,0,peel,77.02,fungicide,imidazole,fruits,crop surface,x0-2C
35554-44-0,imazalil,apple,0,peel,77.02,fungicide,imidazole,fruits,crop surface,x0-2C
35554-44-0,imazalil,apple,0,pulp,77.02,fungicide,imidazole,fruits,crop (interior),x0-2C
35554-44-0,imazalil,apple,0,pulp,86.64,fungicide,imidazole,fruits,crop (interior),x0-2C
35554-44-0,imazalil,strawberry,16.8,fruit,6.66,fungicide,imidazole,fruits,crop (interior),
35554-44-0,imazalil,strawberry,16.8,fruit,6.93,fungicide,imidazole,fruits,crop (interior),
81334-34-1,imazapyr,forest foliage,20,leaf,15,herbicide,imidazolinone,forest trees,crop surface,
81334-34-1,imazapyr,forest foliage,20,leaf,37,herbicide,imidazolinone,forest trees,crop surface,
81335-37-7,imazaquin,beggarweed,26.4,seedling,9.6,herbicide,imidazolinone,ornamentals,crop (interior),
81335-37-7,imazaquin,cocklebur,22.1,seedling,39.8,herbicide,imidazolinone,weeds,crop (interior),
81335-37-7,imazaquin,peanut,26.4,seedling,5.3,herbicide,imidazolinone,root crops,crop (interior),
81335-37-7,imazaquin,sicklepod,26.4,seedling,12.7,herbicide,imidazolinone,vegetables,crop (interior),
81335-37-7,imazaquin,soybean,26.4,seedling,4.4,herbicide,imidazolinone,vegetables,crop (interior),
81335-37-7,imazaquin,wheat,22.2,straw,6,herbicide,imidazolinone,cereals,crop surface,
81335-37-7,imazaquin,wheat,22.2,straw,7,herbicide,imidazolinone,cereals,crop surface,
81335-77-5,imazethapyr,beggarweed,26.4,leaf,14.4,herbicide,imidazolinone,ornamentals,crop surface,
81335-77-5,imazethapyr,peanut,26.4,leaf,6.5,herbicide,imidazolinone,root crops,crop surface,
81335-77-5,imazethapyr,redroot pigweed,20,leaf,32.1,herbicide,imidazolinone,leafy crops,crop surface,
81335-77-5,imazethapyr,sicklepod,26.4,leaf,24,herbicide,imidazolinone,vegetables,crop surface,
81335-77-5,imazethapyr,soybean,26.4,leaf,6.6,herbicide,imidazolinone,vegetables,crop surface,
81335-77-5,imazethapyr,wheat,22.2,straw,7,herbicide,imidazolinone,cereals,crop surface,
81335-77-5,imazethapyr,wheat,22.2,straw,8,herbicide,imidazolinone,cereals,crop surface,
138261-41-3,imidacloprid,cabbage,20.2,head,0.6,insecticide,neonicotinoid,leafy crops,crop surface,
138261-41-3,imidacloprid,cabbage,20.2,head,0.7,insecticide,neonicotinoid,leafy crops,crop surface,
138261-41-3,imidacloprid,cabbage,20.2,head,1.7,insecticide,neonicotinoid,leafy crops,crop surface,
138261-41-3,imidacloprid,cabbage,20.2,leaf,1.7,insecticide,neonicotinoid,leafy crops,crop surface,
