CAS #,substance name,plant name,temperature,compartment,"half life
[day]",target class,chemical class,plant class,compartment class,cold storage
1563-66-2,carbofuran,strawberry,16.8,leaf,3.1,insecticide,carbamate,fruits,crop surface,
1563-66-2,carbofuran,strawberry,16.8,leaf,3.1,insecticide,carbamate,fruits,crop surface,
1563-66-2,carbofuran,strawberry,16.8,leaf,3.21,insecticide,carbamate,fruits,crop surface,
1563-66-2,carbofuran,tea,23,leaf,1.65,insecticide,carbamate,leafy crops,crop surface,
1563-66-2,carbofuran,tea,23,leaf,2.35,insecticide,carbamate,leafy crops,crop surface,
1563-66-2,carbofuran,tobacco,26.4,leaf,4,insecticide,carbamate,leafy crops,crop surface,
1563-66-2,carbofuran,tomato,25,fruit,10,insecticide,carbamate,vegetables,crop (interior),
1563-66-2,carbofuran,tomato,25,fruit,11.9,insecticide,carbamate,vegetables,crop (interior),
1563-66-2,carbofuran,tomato,25,fruit,13.1,insecticide,carbamate,vegetables,crop (interior),
786-19-6,carbophenothion,lemon,27.2,fruit,6,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,lemon,27.2,fruit,6,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,lemon,27.2,fruit,8,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,lemon,27.2,fruit,9,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,lemon,27.2,fruit,13,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,orange,21.6,leaf,1.8,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,2.94,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,3.1,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,3.18,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,4.5,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,4.75,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,5.2,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,6.03,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,7,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,leaf,7,insecticide,organophosphate,fruits,crop surface,
786-19-6,carbophenothion,orange,21.6,fruit,16,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,orange,21.6,fruit,16,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,orange,21.6,fruit,16,insecticide,organophosphate,fruits,crop (interior),
786-19-6,carbophenothion,orange,21.6,fruit,21,insecticide,organophosphate,fruits,crop (interior),
55285-14-8,carbosulfan,eggplant,21.4,fruit,1.8,insecticide,carbamate,vegetables,crop (interior),
55285-14-8,carbosulfan,eggplant,21.4,fruit,2.3,insecticide,carbamate,vegetables,crop (interior),
55285-14-8,carbosulfan,grapefruit,27.2,leaf,3,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,grapefruit,27.2,leaf,3.4,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,lemon,27.2,leaf,3.3,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,lemon,27.2,leaf,4.2,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,leaf,1.7,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,leaf,1.8,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,leaf,1.8,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,fruit,2,insecticide,carbamate,fruits,crop (interior),
55285-14-8,carbosulfan,orange,21.6,leaf,2.4,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,leaf,2.4,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,leaf,3.7,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,leaf,3.8,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,fruit,4,insecticide,carbamate,fruits,crop (interior),
55285-14-8,carbosulfan,orange,21.6,leaf,4,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,orange,21.6,fruit,4.2,insecticide,carbamate,fruits,crop (interior),
55285-14-8,carbosulfan,orange,21.6,leaf,4.4,insecticide,carbamate,fruits,crop surface,
55285-14-8,carbosulfan,peach,23.5,fruit,7.4,insecticide,carbamate,fruits,crop (interior),
55285-14-8,carbosulfan,peach,23.5,fruit,9.53,insecticide,carbamate,fruits,crop (interior),
55285-14-8,carbosulfan,potato,17.1,leaf,2.86,insecticide,carbamate,root crops,crop surface,
55285-14-8,carbosulfan,rice,20.8,fruit,1,insecticide,carbamate,cereals,crop (interior),
128639-02-1,carfentrazone-ethyl,rice,20.8,leaf,5.2,herbicide,triaolinone,cereals,crop surface,
128639-02-1,carfentrazone-ethyl,rice,20.8,leaf,5.7,herbicide,triaolinone,cereals,crop surface,
196-86-9,chinomethionat,strawberry,16.8,fruit,3.67,fungicide,dithiocarbamate,fruits,crop (interior),
196-86-9,chinomethionat,strawberry,16.8,fruit,4.36,fungicide,dithiocarbamate,fruits,crop (interior),
500008-45-7,chlorantraniliprole,cauliflower,17.1,curd,1.25,insecticide,anthranilic diamide,vegetables,crop (interior),
500008-45-7,chlorantraniliprole,cauliflower,17.1,curd,1.36,insecticide,anthranilic diamide,vegetables,crop (interior),
500008-45-7,chlorantraniliprole,cucumber,19.6,fruit,2.2,insecticide,anthranilic diamide,vegetables,crop (interior),
500008-45-7,chlorantraniliprole,maize,19.6,straw,4.9,insecticide,anthranilic diamide,cereals,crop surface,
500008-45-7,chlorantraniliprole,maize,19.6,straw,5.4,insecticide,anthranilic diamide,cereals,crop surface,
500008-45-7,chlorantraniliprole,tomato,25,fruit,2.8,insecticide,anthranilic diamide,vegetables,crop (interior),
500008-45-7,chlorantraniliprole,tomato,25,fruit,3.3,insecticide,anthranilic diamide,vegetables,crop (interior),
57-74-9,chlordane,alfalfa,19.7,leaf,9,insecticide,cyclodiene organochlorine,weeds,crop surface,
57-74-9,chlordane,kale,17.1,leaf,2.3,insecticide,cyclodiene organochlorine,leafy crops,crop surface,
57-74-9,chlordane,lemon,27.2,fruit,19,insecticide,cyclodiene organochlorine,fruits,crop (interior),
6164-98-3,chlordimeform,cotton,29.6,leaf,0.1,acaricide,formamidine,other,crop surface,
6164-98-3,chlordimeform,cotton,29.6,leaf,0.1,acaricide,formamidine,other,crop surface,
6164-98-3,chlordimeform,cotton,29.6,leaf,0.7,acaricide,formamidine,other,crop surface,
6164-98-3,chlordimeform,cotton,29.6,leaf,1.2,acaricide,formamidine,other,crop surface,
6164-98-3,chlordimeform,tea,23,leaf,3.6,acaricide,formamidine,leafy crops,crop surface,
122453-73-0,chlorfenapyr,cabbage,20.2,leaf,2.2,insecticide,pyrrole,leafy crops,crop surface,
122453-73-0,chlorfenapyr,cabbage,20.2,leaf,2.6,insecticide,pyrrole,leafy crops,crop surface,
122453-73-0,chlorfenapyr,cabbage,20.2,leaf,2.93,insecticide,pyrrole,leafy crops,crop surface,
122453-73-0,chlorfenapyr,cabbage,20.2,leaf,3.62,insecticide,pyrrole,leafy crops,crop surface,
122453-73-0,chlorfenapyr,chilli,24.3,fruit,2.93,insecticide,pyrrole,vegetables,crop (interior),
122453-73-0,chlorfenapyr,chilli,24.3,fruit,2.96,insecticide,pyrrole,vegetables,crop (interior),
122453-73-0,chlorfenapyr,pakchoi,17.9,leaf,1.37,insecticide,pyrrole,leafy crops,crop surface,
122453-73-0,chlorfenapyr,tomato,25,fruit,7,insecticide,pyrrole,vegetables,crop (interior),
80-33-1,chlorfenson,orange,21.6,peel,5,acaricide,bridged diphenyl,fruits,crop surface,
470-90-6,chlorfenvinphos,lemon,27.2,fruit,17.33,insecticide,organophosphate,fruits,crop (interior),
470-90-6,chlorfenvinphos,lemon,27.2,fruit,17.77,insecticide,organophosphate,fruits,crop (interior),
470-90-6,chlorfenvinphos,lemon,27.2,fruit,18.73,insecticide,organophosphate,fruits,crop (interior),
470-90-6,chlorfenvinphos,lemon,27.2,fruit,23.1,insecticide,organophosphate,fruits,crop (interior),
71422-67-8,chlorfluazuron,jujube,24.3,leaf,3.1,insecticide,benzoylurea,fruits,crop surface,
71422-67-8,chlorfluazuron,leaf vegetables,17.9,leaf,3.79,insecticide,benzoylurea,leafy crops,crop surface,
71422-67-8,chlorfluazuron,leaf vegetables,17.9,leaf,4.89,insecticide,benzoylurea,leafy crops,crop surface,
71422-67-8,chlorfluazuron,peach,23.5,fruit,7.15,insecticide,benzoylurea,fruits,crop (interior),
71422-67-8,chlorfluazuron,peach,23.5,fruit,8.45,insecticide,benzoylurea,fruits,crop (interior),
71422-67-8,chlorfluazuron,peach,23.5,fruit,8.56,insecticide,benzoylurea,fruits,crop (interior),
71422-67-8,chlorfluazuron,rice,20.8,total,6.01,insecticide,benzoylurea,cereals,n/a,
71422-67-8,chlorfluazuron,rice,20.8,total,6.06,insecticide,benzoylurea,cereals,n/a,
71422-67-8,chlorfluazuron,rice,20.8,total,6.27,insecticide,benzoylurea,cereals,n/a,
71422-67-8,chlorfluazuron,tea,23,leaf,6.98,insecticide,benzoylurea,leafy crops,crop surface,
71422-67-8,chlorfluazuron,tea,23,leaf,8.22,insecticide,benzoylurea,leafy crops,crop surface,
99283-00-8,chlorimuron,wheat,22.2,straw,4,herbicide,pyrimidinylsulfonylurea,cereals,crop surface,
99283-00-8,chlorimuron,wheat,22.2,straw,5,herbicide,pyrimidinylsulfonylurea,cereals,crop surface,
99283-00-8,chlorimuron,wheat,22.2,straw,5,herbicide,pyrimidinylsulfonylurea,cereals,crop surface,
7003-89-6,chlormequat,cotton,29.6,leaf,4.45,plant growth regulator,quarternary ammonium,other,crop surface,
7003-89-6,chlormequat,cotton,29.6,leaf,4.48,plant growth regulator,quarternary ammonium,other,crop surface,
7003-89-6,chlormequat,wheat,22.2,straw,3.15,plant growth regulator,quarternary ammonium,cereals,crop surface,
7003-89-6,chlormequat,wheat,22.2,straw,4.56,plant growth regulator,quarternary ammonium,cereals,crop surface,
510-15-6,chlorobenzilate,lemon,27.2,leaf,3.3,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,lemon,27.2,leaf,17,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,4.3,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,5.2,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,6.3,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,fruit,9,insecticide,organochlorine,fruits,crop (interior),
510-15-6,chlorobenzilate,orange,21.6,fruit,9.6,insecticide,organochlorine,fruits,crop (interior),
510-15-6,chlorobenzilate,orange,21.6,leaf,14,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,15.7,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,16.6,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,18.1,insecticide,organochlorine,fruits,crop surface,
510-15-6,chlorobenzilate,orange,21.6,leaf,26,insecticide,organochlorine,fruits,crop surface,
2675-77-6,chloroneb,cotton,29.6,total,8.35,fungicide,substituted benzene,other,n/a,
2675-77-6,chloroneb,cotton,29.6,total,13.59,fungicide,substituted benzene,other,n/a,
2675-77-6,chloroneb,green bean,18.7,total,6.36,fungicide,substituted benzene,vegetables,n/a,
2675-77-6,chloroneb,green bean,18.7,total,7.79,fungicide,substituted benzene,vegetables,n/a,
2675-77-6,chloroneb,turfgrass,16.6,leaf,69.3,fungicide,substituted benzene,ornamentals,crop surface,
1897-45-6,chlorothalonil,apple,21.4,leaf,4.1,fungicide,chloronitrile,fruits,crop surface,
1897-45-6,chlorothalonil,apple,21.4,leaf,5,fungicide,chloronitrile,fruits,crop surface,
1897-45-6,chlorothalonil,banana,26.4,leaf,3.9,fungicide,chloronitrile,fruits,crop surface,
1897-45-6,chlorothalonil,betel,27.2,leaf,4.62,fungicide,chloronitrile,herbs,crop surface,
1897-45-6,chlorothalonil,betel,27.2,leaf,6.02,fungicide,chloronitrile,herbs,crop surface,
1897-45-6,chlorothalonil,cabbage,20.2,head,1.8,fungicide,chloronitrile,leafy crops,crop surface,
1897-45-6,chlorothalonil,cabbage,20.2,head,4.1,fungicide,chloronitrile,leafy crops,crop surface,
1897-45-6,chlorothalonil,chinese cabbage,20.4,leaf,4,fungicide,chloronitrile,leafy crops,crop surface,
1897-45-6,chlorothalonil,chinese cabbage,20.4,leaf,5.9,fungicide,chloronitrile,leafy crops,crop surface,
1897-45-6,chlorothalonil,chrysanthemum,20,leaf,3.2,fungicide,chloronitrile,ornamentals,crop surface,
1897-45-6,chlorothalonil,chrysanthemum,20,leaf,5.3,fungicide,chloronitrile,ornamentals,crop surface,
1897-45-6,chlorothalonil,cranberry,17.9,fruit,12.1,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,cranberry,17.9,fruit,13.2,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,1.1,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,1.2,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,1.8,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,1.9,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,2.1,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,2.2,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,cucumber,19.6,fruit,5.28,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,grape,23,fruit,10,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,grape,23,fruit,15,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,onion,19.8,leaf,3,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,pepper fruit,20.5,fruit,7.34,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,potato,17.1,leaf,1.23,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,1.93,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,2.2,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,2.22,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,2.5,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,2.72,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,3.12,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,3.5,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,3.52,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,5.06,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,6.13,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,6.27,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,6.6,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,6.6,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,7.15,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,7.24,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,7.3,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,7.49,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,potato,17.1,leaf,13.86,fungicide,chloronitrile,root crops,crop surface,
1897-45-6,chlorothalonil,spinach,17.1,leaf,2.63,fungicide,chloronitrile,leafy crops,crop surface,
1897-45-6,chlorothalonil,spinach,17.1,leaf,3.39,fungicide,chloronitrile,leafy crops,crop surface,
1897-45-6,chlorothalonil,strawberry,16.8,fruit,3.76,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,strawberry,16.8,fruit,4.25,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,strawberry,16.8,fruit,4.47,fungicide,chloronitrile,fruits,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,2.06,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,3.5,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit surface,6.5,fungicide,chloronitrile,vegetables,crop surface,
1897-45-6,chlorothalonil,tomato,25,fruit,7,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,7.9,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,8.3,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,10.7,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,10.8,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,tomato,25,fruit,11.53,fungicide,chloronitrile,vegetables,crop (interior),
1897-45-6,chlorothalonil,wheat,22.2,straw,8.2,fungicide,chloronitrile,cereals,crop surface,
14816-20-7,chlorphoxim,coastal bermudagrass,22.1,leaf,1.1,insecticide,organophosphate,weeds,crop surface,
2921-88-2,chlorpyrifos,apple,21.4,leaf,2.3,insecticide,organophosphate,fruits,crop surface,
2921-88-2,chlorpyrifos,apple,21.4,leaf,2.7,insecticide,organophosphate,fruits,crop surface,
2921-88-2,chlorpyrifos,apple,21.4,fruit,4.85,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,5,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,5.02,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,5.2,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,5.57,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,8.3,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,8.6,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,11.57,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,apple,21.4,fruit,18,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,cabbage,20.2,head,2,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,cabbage,20.2,head,2.1,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,cabbage,20.2,head,2.9,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,cabbage,20.2,head,8.75,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,cabbage,20.2,head,11.05,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,carob,26.4,pod,3.99,insecticide,organophosphate,ornamentals,crop surface,
2921-88-2,chlorpyrifos,carob,26.4,pod,4.3,insecticide,organophosphate,ornamentals,crop surface,
2921-88-2,chlorpyrifos,cauliflower,17.1,head,1.4,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,cauliflower,17.1,head,1.5,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,cauliflower,17.1,head,1.5,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,cauliflower,17.1,head,1.6,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,chilli,24.3,fruit,3.22,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,chilli,24.3,fruit,4.45,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,chilli,24.3,fruit,4.78,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,chilli,24.3,fruit,9.9,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,chinese cabbage,20.4,leaf,3.6,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,chinese cabbage,20.4,leaf,4.7,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,coastal bermudagrass,22.1,leaf,2.9,insecticide,organophosphate,weeds,crop surface,
2921-88-2,chlorpyrifos,cotton,29.6,leaf,0.7,insecticide,organophosphate,other,crop surface,
2921-88-2,chlorpyrifos,cotton,29.6,leaf,0.7,insecticide,organophosphate,other,crop surface,
2921-88-2,chlorpyrifos,cotton,29.6,leaf,0.7,insecticide,organophosphate,other,crop surface,
2921-88-2,chlorpyrifos,cotton,29.6,leaf,0.9,insecticide,organophosphate,other,crop surface,
2921-88-2,chlorpyrifos,cranberry,17.9,fruit,3.3,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,cranberry,17.9,fruit,3.8,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,cucumber,19.6,fruit,1.6,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,cucumber,19.6,fruit,8.36,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,eggplant,21.4,fruit,3.1,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,eggplant,21.4,fruit,3.27,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,garlic chives,18.3,leaf,2.38,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,garlic chives,18.3,leaf,2.42,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,garlic chives,18.3,root,3.42,insecticide,organophosphate,vegetables,root,
2921-88-2,chlorpyrifos,garlic chives,18.3,root,3.81,insecticide,organophosphate,vegetables,root,
2921-88-2,chlorpyrifos,grape,23,fruit,2,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,4.4,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,6.7,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,7.7,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,7.8,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,10,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,11.2,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,13.3,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,grape,23,fruit,13.9,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,green bean,18.7,fruit,4.11,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,green bean,18.7,fruit,4.14,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,green bean,18.7,fruit,4.23,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,green bean,18.7,fruit,4.3,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,green bean,18.7,fruit,4.56,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,green bean,18.7,fruit,4.68,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,green mustard,17.1,leaf,1.1,insecticide,organophosphate,herbs,crop surface,
2921-88-2,chlorpyrifos,green mustard,17.1,leaf,1.2,insecticide,organophosphate,herbs,crop surface,
2921-88-2,chlorpyrifos,green mustard,17.1,leaf,1.5,insecticide,organophosphate,herbs,crop surface,
2921-88-2,chlorpyrifos,groundnut,26.4,stalk,2.75,insecticide,organophosphate,herbs,crop (interior),
2921-88-2,chlorpyrifos,groundnut,26.4,stalk,2.86,insecticide,organophosphate,herbs,crop (interior),
2921-88-2,chlorpyrifos,maize,19.6,leaf,1,insecticide,organophosphate,cereals,crop surface,
2921-88-2,chlorpyrifos,maize,19.6,leaf,4,insecticide,organophosphate,cereals,crop surface,
2921-88-2,chlorpyrifos,okra,29.3,fruit,3.15,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,okra,29.3,fruit,3.46,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,okra,29.3,fruit,4.52,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,onion,19.8,bulb,2,insecticide,organophosphate,root crops,crop (interior),
2921-88-2,chlorpyrifos,onion,19.8,bulb,2,insecticide,organophosphate,root crops,crop (interior),
2921-88-2,chlorpyrifos,orange,21.6,leaf,6.6,insecticide,organophosphate,fruits,crop surface,
2921-88-2,chlorpyrifos,orange,21.6,leaf,6.7,insecticide,organophosphate,fruits,crop surface,
2921-88-2,chlorpyrifos,orange,21.6,fruit,8,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,orange,21.6,fruit,9,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,orange,21.6,fruit,9.2,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,orange,21.6,fruit,13,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,3.62,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,3.81,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,4.42,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,5.19,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,9.1,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,9.2,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peach,23.5,fruit,14,insecticide,organophosphate,fruits,crop (interior),
2921-88-2,chlorpyrifos,peanut,26.4,fruit,12.9,insecticide,organophosphate,root crops,crop (interior),
2921-88-2,chlorpyrifos,pepper fruit,20.5,fruit surface,3.9,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,potato,17.1,tuber,17,insecticide,organophosphate,root crops,root,
2921-88-2,chlorpyrifos,rice,20.8,fruit surface,0.67,insecticide,organophosphate,cereals,crop surface,
2921-88-2,chlorpyrifos,roses,24.3,head,3.1,insecticide,organophosphate,ornamentals,crop surface,
2921-88-2,chlorpyrifos,roses,24.3,leaf,3.4,insecticide,organophosphate,ornamentals,crop surface,
